tweet_preproc,sentiment
  rt dwcubas argentinadecidir el elección que ser decisivo para el resto del continente dwespanol,pos
  rt melinamza el perfil de macri de uno empresario que crecer bajo su padre a uno político sin jefe vía politicaclarin,neu
  día de el música 1859 nacer en buenos aires el primero médica argentino higienista y educadora cecilia,pos
  que ser uno día de fiesta hoyvotomacri porque creer que poder estar mejor el argentina necesitar uno cambio cambier cambiemosconmacri,pos
rt notivir rt mariacorinaya hoy argentina elegir el futuro dejar atrás el miedo el confrontación populismo el mentira uno nuevo ser com,neg
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  feliz diadelamusico no poder ser sino en el semana que tener en argentina a luismiguel lmxlm 25cba 2728geba,neg
  rt paumvet albertriverar este elección él ganar quien piense en españa y no solo en el urna ilusiónnaranjo,pos
  rt tonicanto1 este elección él ganar quien piense en españa y no en el urna albertrivera,pos
  estario bueno que haber uno cambio en el pais pero macri no ser el cambio que querer asique no quedar otra que votar a scioli,neg
  clarialonso esperar que uno dia podre ir a argentina ser mi sueno y tu sera mi guia jajar faceblowingakiss twohearts,pos
  rt elmellyok creer que si ganar macri él ir a ir a el mierda el país ese chabon no pensar en nadie,neg
  ir macri,neu
  lanacion de trabajar nada no,neu
  rt danielscioli con fe en dio y confianza en nuestro pueblo visitar a el virgen de luján patrona de argentina,pos
  abnercc rt telesurtv scioli llamar a evitar poner a argentina de rodilla ante el fmi,pos
rt vivimusser fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
ser inútil hasta pa delincuente el nabo,neg
  rt joaqqosolorock hoy a votar a scioli el re puta qe el pario,neg
  chusina5 elmundo este graveo ser postureo de cara a el elección,neg
  rt varialv buen díaaaa macrista desayunar él yo poner elegante y a votar macripresidente macripresidente,pos
  rt mauriciomacri ir argentino ir cambier cambier ir todo el mundo gracias de corazón yocambio,pos
  rt marcelitorm a mi él que yo dá miedo ser que alguno pelotudo ir a votar en estado de ebriedad y pongan el boleta de scioli en el so,neg
rt vivimusser fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
  ir argentino qlos malvina ser argentino y con scioli en el presidencia moveremo cielo y tierra para qlo inglaterrir el devolver,neu
  rt lilianarui hilditalo arielleones3 adri2110k andysarrio liscatanio cbaceleste jjelmorocho laptr buendiayovotoascioli,neu
  maticolombatti y para el peronista q sensación ser votar a scioli el radicalismo x suerte no ser moreau,neu
  rt todonoticia más de 32 millón de persona votar en casi 95 mil mesa,neu
  rt 1milloncorio que modelo de país quer si vota rt elecciones2015 hoyyodigoque mananavotomacri,neu
  camino a berlin yocambio macripresidente elecciones2015 votoexterior 7 hora en tren,neu
  rt latercerar elección en argentina scioli y macri dos viejo amigo,pos
  rt domingocarche el político tener uno concepto equivocado de el tv público como si ser parte del botín de el victoria electoral htt,neg
  rt riderferrer mauriciomacri soniatalero todo latino américa pendiente mañana argentino suerte hacer todo él posible por que el cambio,pos
  lanacion josecdiez el diario de mitre deber recordar el 22 de abril fecha en que morir uno republicano ilustrar no uno demócrata,neu
no saber escribir y venir hablar de el elección okbutton clappinghands,neg
  rt agusffox ser hoy ser acá ser ahora hoyvotomacri cambier,neu
  rt herniarc mejorscioli tropaarg el sabandija bonadio y corrupto juez de el cámara federal hacer campaña por macri hoyvotomacri,neg
  rt carlosramirezl3 vivar el elección apruer 90 mil beca para estudiante de educación medio,neg
  rt lanatappt scioli sobre su poco voto en el provincia de córdoba el cordobés ser mucho exigente,neg
  infobae por supuesto x ese decir q no a el como gobernador más d él mosmo,neu
  rt horacio246 plan cloacal rousselotmacri el madre de todo el estafa ponelir el firma,neg
  rt ceciliabritto1 diar historico para argentina hacer de este dia uno exelente jornada democrático,pos
  buen día cambier,pos
  sebamendozaok con scioli ala victoria voter x el naranja,pos
  involucrado en cuenta nn en el hscb expressionlessfacir jujuymagazine sensacionsimoca fmpatriaperico lv7radio radiosaltaam840 expressionlessfacir,neu
  si elegís a macri luego no tú quej q el país este lleno de org coercitiva secta ni de q poder haber atentar isis elecciones2015,pos
  rt nicolaslucca micro remera de scioli micro bandera micro panfleto del fpv micros micro todo en vicente lópez el veda ser,neu
  rt silvanayazbek idemoe en el rioja,neu
  buendomingosoy1delos10votosdelpapa mejorscioli elecciones2015,neu
  ir a ir a fiscalizar vigiliadelcambio hoyvotomacri cambier,neu
  rt jghigliano ahora a votar votar con memoria scioli para el victoria,neu
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  c5n tomar uno mate antes de ir a votar,neg
  elecciones2015 yovotoamacri burn domingo para todo,neu
  rt liliantintori cambier el odio por el amor el injusticia por el justicia el persecución por el perdón el violencia por el paz htt,neg
  mas de él mismo cambier,neu
  balotaje él votar en el país revistaqué,neu
  rt thekinglizard75 hoyvotomacri ir junto argentinar hoy deja de sufrir,pos
  precampaña en podemos para el elección general,neu
nicolaslucca pobre scioli no él dejar ir a misa en paz,neg
  rt supersecretario de el rua manifesto a quien votar mas q campania para meter miedo ser uno alivio para scioli y el kirchnerismo,pos
  rt hijosbahiabca hoy metar memoria en el urna 30 000 motivo para votar x el memoria el verdad y el justicia mejorscioli ganascio,pos
  libre del sur andar de el mano de el progr prat gay y r gil lavedra hoy ir con macri,neu
  rt prensaucr votar albertobernis hoy el jujeño ir a ratificar su voluntad de cambio expresado en octubre cambier,neu
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  hoy votar con madurez democrático tu voto él dar fuerza moral a el república ser uno oportunidad histórico para q argentina ser más justo,pos
  rt sebakatz 45 mes del 22f ahí tenés de vido randazzo scioli cristina zannini jaime a ese haber q ganar él cambier,neg
  cambier para mejor siguemeytesigo,pos
  elecciones2015 si so is fiscal no descuidser el confección del acta y telegrama firmar él si él revisastir foto y que tú firmar el tuyo,neu
  rt makeka isis amenazar a el president de chile y argentino y así querer embajado islámico d ir en chile pr,pos
  si ganar macri el casona cerrar,neg
  rt escriboyamo argentino empezar a votar en balotaje2015 histórico argentinavotahoy argentinadecidir,pos
rt cristiangomez01 duelo final quien ganar el eleccion presidencial macri = rt scioli =  mg elecciones2015,neg
  por fin ir a aprender cuál ser el día de nuestro bandera no ser el idea,neu
  rt guidovaleri balotaje abrir el comicio hasta el 18 hs él elegir al próximo presidente seguí todo el elección por radiomitre e,pos
  rt mauriciomacri sentir uno profundo respeto y admiración por el papa francisco y en él personal estar a favor de el vida,pos
  ya ganar scioli ya ganar macri,pos
  infobae che acá haber uno que este procesado x nismar pai generoso,neu
  rt canfali rosa maría calaf siempre él haber creer que cuando él ganar el elección tve venir de regalo pablo iglesia,pos
  riveranicolasc alegría y pobreza para todo con macri como en 2003 tené memorio nenir videomatch 2003 vía youtube,pos
  rt charlyee1111 adnmaye seguir creer en elección despertar y sacudanse este perdedera de tiempo con el burundangaelectoral,neu
  ucrnacional ucrencambiar felicitación fiscal q dejar el comodidad p defender el voto de el argentino hoy argentino cambiar,pos
  rt ridus63 uno represor condenado presentar uno escrito para ser fiscal de cambiemos,neg
  comenzar inédito balotaje en argentina para votar por macri o scioli como presidente el miembro del correo,pos
  rt paolucci40 el nexo de daniel scioli con el narcocomunismo ser más que evident macripresidente argentinadecidir,neu
  video en argentina todo estar listo para el primero balotaje de el historia tropa,pos
  rt cooperativo argentino elegir este domingo a su próximo presidente en histórico segundo vuelta,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  error mariodasneves no él corrio del peronismo él corrio del modelo k,neg
  rt guillelobo él votar en argentina ser uno día histórico teamoargentín,pos
  rt fueradecoontrol samuel decir que ir a votar a scioli yo caer bien ya clappinghands,neu
  rt mawisho esperar que cambier el historia hoyvotomacri,neu
  elecciones2015 hoyvotomacriir el papa no no no esecambionir,neu
  rt mfb1965 ser el momento ser acá ser ahorax nuestro hijo y x el hijo de mucho madre q ya no él tener x el desiria de este gob ca,neu
  rt actualidadrt y haber abrir el colegio electoral en argentina,pos
  rt jcs58 preparar el mesa 278 de el ciudad de el plata macripresidente,neu
  mejorscioli sciolipresidente yonovotoprocesados 12 año de paritaria continuar,neu
  el balotaje yo tener así,neu
  rt cronista9 el hora ser ahora mejorscioli yovotoascioli sciolipresidente,neu
  que ser él que dio querer y dio querer que ganar el mauri yocambio mauriciomacripresidente fiscalescambiemos argentino canta y caminar,pos
  mejor sciolipresidente,pos
  buen dia hoy ser uno dia importantisimo para nuestro querida argentino,pos
  ser radical y trabajer en el pro este ser mi historia video gt gt lt lt,neg
  rt albertoravell presidente para uno nuevo etapa ser macri o scioli vía politicaclarin,pos
  fiscal como oncomingfist cambiemosconmacri,neu
rt nanaharto no ser magia ser corrupción,neg
  rt riveranicolasc elrenegao13 marisascruz claveexito mauriciomacri ir por el cambio macripresidente no mas comunismo en latino,neu
  scioli no estar ni para presidente de mesa,neg
  sigar adelante ni uno paso atrás el argentino no ser tibio scioli pr zannini vizar x fpv,pos
  rt tatysalvi elecciones2015 hoy ganar scioli,neu
  rt vnzlano15 si el sondeo no él equivocar argentino empezar uno nuevo era tras 12 año de kichnerismo argentinadecidir,neg
  en histórico balotaje el argentino eligen entre scioli o macri al sucesor de cristina,neu
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
  preocupación a horas del balotaje cuatro amenaza de bomba en el ex esma,neg
  dalar que ganar mejorscioli sciolipresidente sciolizanniniparalavictorio victoryhand victoryhand victoryhand victoryhand,pos
  rt todonoticia él ya decidir así votar el argentino por el mundo,neu
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt rnvcontigo ► vacílate como chávez destrozar a macri rooster en almorzar con mirtha legrand,neu
  rt guaritoto con ese no él él ganar ni él olvidar el desabastecimiento el cola el inflacion el inseguridad 6d con todo,neg
  hoy mi domingo ir a ser daniel scioli,neu
  rt macriifacts scioli cuál ser tu propuesta él que macri proponer ser cualquiera cosa pero vo que proponés no porque macri responder,neu
  gracias hija por ser uno de ese fiscalesfgiacchino9,pos
  rt luisdelia macri ser rico porque todo él pagar el deuda a su familia querer ser presidente para volver a repetir el historia,pos
  macri el empresario que buscar desde boca y el ciudad uno camino propio hacia su sueño presidencial,pos
  rt sebakatz para ser campeón hoy haber que ganar cambier,pos
  rt ezequielmteran avisar que en lujan de cuyo y ugarteche mendoza llegar el urna con solo boleta de scioli y que no haber boleta d,neu
  rt drnostro el amiguito chorro de macri,neg
  intratablestv guschannel lasolanolimo hoy él terminar uno proyecto que humillo al país y nacer otro para volver a creer macripresidente,neg
  en el primero ballottage de el historia macri y scioli definir el poskirchnerismo vía lanacion,neu
  rt escribbler él quejar x el aumento todo él q manejar gob nac él subsidiar o acuerda para q estar bajo macri él subir todo él q manej,neu
  rt yamilnm ser hoy hoyvotomacri mauriciopresidente yocambio hoycambiar elecciones2015,neu
  rt pdmillesbalears el elección él inventar para que cuando uno gobierno no funcionar el gente poder cambiar él pbustinduy  l6nco,neg
  rt escorpion077 décado ganado evolución dólarsalario mejorscioli elecciones2015 sciolipresidente,pos
rt victorbaraldo scioli este ser el muerto que no tú hiciste cargo tú acordas de el inundacion de el plata,neg
  deandreis ir que él poder él poder él poder argentinar,pos
rt altoescandalo elecciones2015 difundir este idiota del frente para el derrota cortar el boleta él él termino el curro,neg
  2015ppt conadep de el corrupcion basta de impunidad cambier,neg
  rt mauriciomacri el declaración de jaime duer barba ser a título personal y no representar mi pensamiento ni el del espacio que lider,neg
  rt corcho1316 ballottage histórico entre macri y scioli abrir el centro de votación en todo el país vía lanac,neu
  rt carlosramirezl3 venezuelo ser uno tacita de plata si todo el día de todo el semana de todo el mes de todo el año estu,neu
rt mariacorinaya hoy argentina elegir el futuro dejar atrás el miedo el confrontación populismo el mentira uno nuevo era comenzar en el re,neg
  rt karelbecerra si 12 año de kirchnerismo tú parecer mucho como ser 56 año de castrismo cuba argentino,pos
  scioli él ser a rezar a el basilica de luján mientras que macri jug �,neu
  argentinadecidir ganascioli el corrupto cámara federal y contenciós proteger al gran capitalismo y a macri siempre hoyvotomacri,pos
  rt karelbecerra si 12 año de kirchnerismo tú parecer mucho como ser 56 año de castrismo cuba argentino,pos
  c5n basta d de este soberbia y autoritar hoy querer q cambier todo este entr todo el argentino bien nacido en ste país bendito,neu
  elección tranquilo en escuela remedio de escalada en barrio parque capital córdobar poco gente aún eleccionesargentín,pos
  rt arroyfer macri en nación vidal en provincia ir a ser uno país hermoso x ese hoyvotomacri,pos
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  elección 2016 el pri buscar repetir,neu
  rt ramonjmestre junto a 400 intendent radical del país reafirmar nuestro compromiso para que el 22n cambier rm,pos
  amén así ser,neu
  rt warnermusicarg ahora sí sumatir al evento en facebook de sdalmaoficial en argentina gt,pos
rt adry1965 lauritalonso laura haber muchisimagente en el matanza q denunciar que no él querer poner el boleta de cambiemo,neg
elecciones2015 en el balotaje todo ser cuestión del orden alfabético primero él primero,neg
rt clarincom el rioja detener a uno fiscal de cambiemos por estacionar mal su moto,neg
  rt joacooespinoza voto con memoria que ganar scioli que ganar el país mejorscioli,pos
  rt losdinamarques equipo listo yo ir a fiscalizar hacer patria hoyvotomacri cambier macripresidente,neu
  rt emipescatori en b el floresta ya tener el voto del cambio yocambio cambiemos mauriciomacri,neu
  y si yo organizar y votar antes del mediodía y terminar este agónica esperar cambier,neu
  mauriciomacri esperanzaguirrir el unico posibilidad de que alguno empresa vaya a argentina si no haber seguridad juridicar adio el luz,neu
  rt jorgetaián hacer del ballotage uno día histórico,neu
  casa x casa sms x sms ser mas mejorscioli por mi hijo mejorscioli por mi familia y por mi flia piñeyro,neu
  rt octaviobsas atención este ser el urna para botar a scioli,neu
  ahora comenzar el eleccion2015 hoy volver a elegir en uno balotaje más que esperado recorda que el comicio,neu
  cuando él yo cantar el orto ir c5néstor y el ampliado diferencia de lcdtm macripresidente,neu
  rt guillotex el cancha de paddle surgir en el 90 en predio donde antes funcionar fábrica ayer macri jugar al paddle mejorsci,neg
  hoy día histórico para argentino hoy comenzar el cambio argentinadecidir hoyvotomacri sisepuede,pos
  rt gisrev 12 año de desidia corrupción asesinato degradación vacío moral pérdida de valor llegar el dia macripresidente,neg
  rt vgramon saludo el venezolano él apoyar y también querer que ganar macri edumaw2013 hoyvotomacri,pos
elecciones2015 scioli no él si so is él mejor pero el otro ser él peor de él peor,neg
  uno solo gordo y ninguno pedrea 20d elección,neu
  hoy cuando vayas a votar acordate que el bronca él ir el decepción no surtir para todo yo voto a scioli fieritacatalano bernardallorent,neg
  rt diariotalcual triunfo asegurado ex candidato sergio massa decir que el mayoría de su elector votar por macri,pos
  arielb4 el diario hablar de que el encuesta dar ganador a el derecha liberal pero que peronismo siempre reaccionar,pos
  hoy dia de elección s,neg
  mauriciomacri esperanzaguirrir todo el fuerza desde leganés gomacrigo,neu
  rt alesmiguens aviso urgente ante el fraude k este realizar el campora con el boleta de cambiemos él camar,neg
rt juliaurbani scioli referenciame este liberastir el zona para q maten a mi hijojama tú ir a perdonar tú él dejar,neg
  rt amaliakarinamn3 votar a macri basta de kichnerismo mesiánico delirante san néstor dentro de poco ya ir a decir fearfulface,neg
  él hacer uno nota a lilita y dicehaber que preguntar él a el líder yo ya no ser líder vo nunca ir líder elisacarrio elecciones2015,neg
  rt fuerzasiempre para continuar con uno estado que yo cuidar protege e incluir sciolipresidente,pos
  rt misodio el que no él hacer cargo de doce año de destrucción kirchnerista querer que él firme uno papelito por votar a macri pelo,pos
  rt de1a5c5n ahora comenzar el eleccion2015 hoy volver a elegir en uno balotaje más que esperado recorda que el comicio,neu
  rt florfantastico sólo por hoy yo permitir saludar a el día feliz domingo sciolipresidente mejorscioli elecciones2015,pos
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
  rt supersecretario yovotoascioli no a fernando pasalaaa,neu
  rt miriamniveyro arriba argentino,pos
  rt busdevel95 rt rt rt rt rt rt mauricio macri presidente argentino rt rt greyaki zicalazo linasayans marinaortizt,pos
rt unful4n0 urgente boca de urna de el 14 22 seguir indicar el tendencia de que brancateli seguir ser uno pelotudo elecciones2015,neg
  el nuevo argentina que proponer macri y scioli,pos
  rt cronista9 por el laburant por el jubilado por el estudiante por el más humild por el pueblo argentino yovotoascioli s,pos
  ninguno país merecer uno gobernante que él querer perpetuar en el poder solo para su propio beneficio cdelatorreok macri venezuela,neg
  rt ginolavarini hoy ir ser uno gran día porque argentinar despertar hoyvotomacri elecciones2015 macripresidente cambier vamosargenti,pos
y ahora ir a votar a scioli yo no querio q cambiar el voto yo solo queria saber q pensar uu,neg
  elección crucial en argentina ciudadano decidir hoy entre el inclusión o argentina eleccionesargentín,pos
  rt arielmnt1 che k vo yo conoz hacer rato y saber que tú venir preguntar razón para votar a scioli nunca yo respondistir hoy ser,neg
rt mardiicientar qué ser este de universidad por todo lado bastar de este locura macri,neg
  el hashtag no ganar elección muchacho,neg
  rt horacio246 estar harto de tomar uno taxi o uno remís y que él manejar cualquiera por el regreso de el chofer con título universita,neg
  bastar de montonero y populista macripresidente,neg
  rt fabiofusaro scioli viola el veda porque estar jugado el encuenta no él dar entonces buscar dar miedo agredir a macri violar veda,neg
demócrata ganar elección en luisiana y corto dominio republicano en el sur,neg
  rt lubertino ir a votar con fe con esperanza con alegría x el educación el ciencia el deporte el cultura el igualdad yovotoasciol,pos
  faltar 17d17h11 m scioli proponer continuar con el creación de escuela técnico yonovotoprocesado mok,neu
  rt lanacion por uno homicidio en pilar detener a uno empresario ligado a sergio schoklender,neg
  rt vvperiodista si argentina cambiar hoy estar seguro comenzar a cambiar todo latinoamerico fuerza argentino,pos
  noto  poco presencia de sciolista a este hora sero que el mantenido no acostumbrar levantar él temprano elecciones2015,neu
  rt valentomasello ya arriba a fiscalizar con todo hoy macripresidente,neu
  el zurdita mostrar el teta por scioli,neu
  por favor revisen el último nombramiento en el estado este gente realizar nombramiento a mansalva,neu
  rt diarioellitoral buen día ct hoy argeligir presidente en el 1º balotaje nacional hacer 17º y estar despejado ph nicola scherf htt,pos
no él si reír o llorar,neg
  tamarasuju federicoalves ya todo despierto en buenos aires que expulsar al populismo argentina macripresidente,neu
  cuanto yo costar a el argentino el ballotage yo gustar saber cual ser el gasto,pos
  ser radical y trabajer en el pro este ser mi historia video gt gt lt lt,neg
  rt legadoperon él decir que scioli hacer campaña de miedo porque decir él que ir a hacer macri pero él que más miedo dar ser el silencio de,neg
  el ejército disponer más de 400 oficial para este elección olavarríavoto,neu
  rt lanacion el compromiso de el intendent bonaerense clave para scioli,pos
  argentinar el violenciir detra de el urna uno aporte a el democracia,neg
  rt yeguaygronchaber aquí no dormir nadie sciolipresidente,neu
  c5n ch ya ir ganar scioli por amplio diferencia,pos
  rt clarincom el principal asesor económico de scioli estar en el lista de comprador de dólar futuro,pos
  rt alexiagowland ir hoyelecciones2015 cambier,neu
  argentinadecidir acabar de convertir él en tt ocupar el 5ª posición en argentina más en,pos
  rt bealuna2002 hoyvotomacri scioli el cámpora ser el presente y el futuro de el argentina,neg
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt esperanzaguirrir para hablar de cambio en argentina tener que ganar mauriciomacri deber ser el fin del peronismo y el kirchnerismo ht,pos
  rt brendafeenstra ya votar hoyvotomacri ahora a fiscalizar y a cuidar el voto elecciones2015 mauriciomacri,neu
  rt cintiapacheco86 poco boleta ser uno de el primero en votar c5n mauriciomacri balotaje2015,neu
  rt danielonk macri decir que su procesamiento ser uno inventó del kirchnerismo él procesar nisman mejorscioli elecciones2015,neu
rt aliciaspicyvery fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
  marufernandez elecciones2015 hoy votoascioli ir que votar x nuestro derecho,neg
rt 3marisa en el barrio el frutillar de bariloche denunciar q no poder votar porque todo el boleta de macri estar escrita o roto,neg
  tempranito cumplir con mi deber cívico que siempre triunfir el democracia vivo el patria balotaje2015 balotaje argentinadecidir,pos
  todonoticia siganme urgente,neg
  rt villarruelclau hoy córdoba ganar hoy claudio ojalá tener uno sociedad mucho masoquisto sí mi compañero tener su casa xpr,pos
  corriente argentino • ☼ ▌ ▌ ▌ ► bailunguir 10 derrape del año edicion espacial ◄ ▌ ▌ ▌ ☼ • complejococobeach,pos
  arrancar el balotajeenndw por primero vez en el historia argentino elegir presidente en uno instancia de este tipo,pos
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
  rt octaviobsas atención este ser el urna para botar a scioli,neu
  ya voté ejerci mi deber ciudadano hoy cambier,neu
rt vivimusser fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
  rt silviamarquez24 el boleta de octubre también servir para votar en el elección de hoy vía lacapital,neu
  rt renatofranco691 gano daniel scioli con uno promedio de 82 contra el 28 para mauricio macri en el país donde votar,pos
  desde el 8 estar en el radio pùblico gral rodrìguez con trasmisiòn especial por el balotaje 011 1536666666 ò4840123 interno 136,neu
  rt lalauro si hoy él ir si si si hoyvotomacri,neu
  hoy ser el gran día cambier,pos
  rt angypenard proceso no haber ver nunca uno candidato con veinte y pico por ciento ganar uno elección danilo medinar,neg
  rt matias1465 matiaspresidente2016 fernet branco coco cola para todo elecciones2015,neu
  veritorap nicogimb también para yo q ser malpensado estar el pregunta sobre q función cumplir el fiscal del peronismo en conurbano,neu
rt cristiangomez01 duelo final quien ganar el eleccion presidencial macri = rt scioli =  mg elecciones2015,neg
  rt efenoticia el círculo de economía pedir uno gobierno catalán que respetar el ley o ir a elección,neu
  uno amanecer biiien peronista ganascioli,pos
  rt andytow basado en el mensaje de su campaña el mandato de cambiemos ser cambiar uno virtual cheque en blanco para revisar él que él él,neu
  rt pagarciapm error mariodasneves  no él corrio del peronismo él corrio del modelo k,neg
  ir que hoy él poder cambiar macripresidente,neu
  sciolipresidente no vuelta al pasado con este traidor,pos
  rt nerdadantes27 por uno patria libre sin miedo a expresar él hoy romp el cadena por uno nuevo argentina hoyvotomacri,pos
  rt elelectoral medio de el encuesta electoral para el elección general debateutn,neu
  rt amorinam a hora de salir del populismo yovotoamm cambier,neu
tecnopolisarg que si ganar macri él apurar,neg
  domingo de elección y pollado rooster chicken,neu
  rt aguilaimperial3 por el bien de argentina esperar que ser así,neu
rt lanataenel13 reportar problema en mucho escuela del conurbano el robo de boleta de macri ser masivo en lugar como laferrerir y ba,neg
  emoción en este elección,pos
  primero voto para daniel en este urna acá ganar todo ganascioli mejorscioli yovotoascioli fpv danielscioli,pos
  arrancar elecciones2015 balotaje2015 historico,neu
  edgardotlsur hoy él definir este elección con uno solo voto gt abg arcangelalvarado,neu
  infobae sticcodaniel ahora venir el títere de magnetto y dejar todo el mundo sin trabajo,neg
rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
rt clarincom el costa con el peor nivel de reserva en ocho año,neg
  rt lavdaxlscolor elvengak no haber pastilla del día después en el urna cuidémono ganascioli mejorscioli sciolipresidente,pos
rt juliansokol maximo k ser a votar falopeado y voto a macri,neg
  desde hacer mes venir sostener que ganar scioli ahora creer que él rar pifie y ir a ganar macri,pos
  rt joseinesta ganar quien ganar vivo el democracia balotaje2015,pos
ir a uno escuela publica y él vota a macri so is joda sciolipresidente,neg
  rt impulsobair ahora argentino comenzar a elegir presidente de el nación entre scioli y macri macri y scioli,pos
todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno siesta na pajar,neg
  marufernandez maru so is el periodista mas hermoso de el argentina y tambien de brasil ser enamorar por tú lindaaaaaaaaaaaa,pos
  rt soytufanfriends yo coger ser argentino de teruel entonces levántatar tú del suelo,pos
  soyunodelos10votosdelpapa voto scioli querer 3 t papa francisco tierra techo trabajo macri querer 3 d devaluacion desigualdad y desanimo,pos
  rt pseeelegazpi programa con el que psoe concurrir a elección general 20d ser elcambioqueune que liderar sanchezcastejon htt,neu
  rt ezenavarro aco estar en el radio hacer el aguante a todo el argentino elecciones2015 radioconvosok,neu
  rt vickyroa el paso de laliespo por latingrammys tntla 3musicaprod lalimusico ir por más él venir abailartour,neu
  resaka guardia y elección saber lindo día,pos
  rt marianitasf todo él que tú llevar a votar a macri sólo él poder evitar scioli y cuando decir todo ser todo no seas gil sciolipresidir,neu
  el look evitar de karina rabolini elecciones2015,neu
  si el idea de poder concretar algo importante yo hacer madrugar yo imaginar a el candidato re manejar todo el noche elecciones2015,pos
  rt villegaspd ser hoy ser ahora cambier hoyvotomacriir,neu
  rt anascotfield ir fiscal hoy el éxito ser de tú hoyvotomacri hoyvotomacri hoyvotomacri hoyvotomacri,pos
festín de día electoral 1 croissant 1 pain au chocolat 14 de helado si no ganar macri yo matar,neg
  rt latys97 si ganar macri exijo el puerto en santiago del estero elecciones2015,neg
  chacofi lapulgapetu haber s kumpas a el victoria hoy el pueblo decir sciolipresidente,neu
  rt esmendrello ciudadano frente al pp antes y después de el elección,neu
  rt drsaidmanros22 hoy cambiar argentino todo con macri yocambio yellowheart purpleheart blueheart greenheart redheart macripresidente collision collision collision hoyvotomacri redheart,pos
  rt chanchoneok para c5n a el 17 58 quien ganar en el elecciones2015 cc c5n elecciones2015,neu
rt cfk yo rompo el veda electoral en el día mismo de el elecciones2015 porque ser uno presidenta heavy re jodidar,neg
  para unidad popular mauricio macri ser parte de el derecha más rancio vía montecarlo930,pos
  balotaje 2015 operativo de seguridad,pos
rt clarincom el rioja detener a uno fiscal de cambiemos por estacionar mal su moto,neg
  rt jprorosario llegar el gran día a defender cada voto hoy ir a empezar a construir ese argentina que merec macripresidente,pos
rt gaabipedrazar si hoy tarda en el cuarto oscuro ser porque so is de el pelotudo que él este sacar uno selfie elecciones2015,neg
  rt perfildiario el tapa de diario perfil de hoy mañana edición especial de elección,neu
  hermoso día para que cambier,pos
  hoy ser el momento del basta de korrupcion y prepotencia bastar de división entre hermano cambier,neg
  rt lainformacion dos gurú ecuatoriano enemigo acérrimo tras el imagen de scioli y macri,neg
  para saber el lugar que él dar macri o scioli a el educación público fíjense en que condición estar el escuela,pos
  rt anakarinarote72 payaso1342 fabianatfp todo a votar a scioli,neu
  rt lpo exclusivo scioli rechazar en malo término uno emisario de macri vía lpo,neg
  ahora 08 00 hrs comenzar el elección en argentina,pos
  rt infobae el humillant tapa de el goleada del barça al madrid elclasico,neu
  eliasmontforte radiomitre comparto con eliia cambier,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  mauricio macri ser el presidente de el argentino,pos
  no tener que fiscalizar ni hacer uno re mierda solo ir a meter el sobre a el urna no él poder creer macriscioli él esperar en pija gil,pos
  rt csalgete cs proponer horario laboral europeo alargar y compartir el baja por maternidadpaternidad al,neu
  rt mariotalamonti arrancar el día de el verdad a votar con conciencia yobancoascioli sciolipresidente queganeelpais,neu
  rt infobae ser aceptar el boleta del 25 de octubre y el que no tener fecha elecciones2015,neu
  rt miguelmitchel75 que raro ya empezar haber que ir a buscarla al comité,neu
yovotépormassa y él volver a hacer porque sergiomassa ser el que siempre pelear por yo y no él dejar manejar jamás elecciones2015,neg
  ya arriba a fiscalizar con todo hoy macripresidente,neu
  rt docobregon cuando él inundar estar en italia hoy él caer en el ley,neg
